Company,Type,Plan,Age,Rate
GPM Health and Life Insurance Company,AA,N,90,183.78
GPM Health and Life Insurance Company,AA,N,91,185.26
GPM Health and Life Insurance Company,AA,N,92,186.55
GPM Health and Life Insurance Company,AA,N,93,187.49
GPM Health and Life Insurance Company,AA,N,94,188.4
GPM Health and Life Insurance Company,AA,N,95,189.09
GPM Health and Life Insurance Company,AA,N,96,189.76
GPM Health and Life Insurance Company,AA,N,97,190.53
GPM Health and Life Insurance Company,AA,N,98,191.21
GPM Health and Life Insurance Company,AA,N,99+,191.51
Guarantee Trust Life Insurance Company,AA,A,> 65,5702.68
Guarantee Trust Life Insurance Company,AA,A,65,1808.13
Guarantee Trust Life Insurance Company,AA,A,66,1808.13
Guarantee Trust Life Insurance Company,AA,A,67,1826.21
Guarantee Trust Life Insurance Company,AA,A,68,1847.58
Guarantee Trust Life Insurance Company,AA,A,69,1882.68
Guarantee Trust Life Insurance Company,AA,A,70,1918.46
Guarantee Trust Life Insurance Company,AA,A,71,1945.32
Guarantee Trust Life Insurance Company,AA,A,72,1990.05
Guarantee Trust Life Insurance Company,AA,A,73,2037.81
Guarantee Trust Life Insurance Company,AA,A,74,2096.91
Guarantee Trust Life Insurance Company,AA,A,75,2161.91
Guarantee Trust Life Insurance Company,AA,A,76,2228.93
Guarantee Trust Life Insurance Company,AA,A,77,2300.27
Guarantee Trust Life Insurance Company,AA,A,78,2371.58
Guarantee Trust Life Insurance Company,AA,A,79,2435.59
Guarantee Trust Life Insurance Company,AA,A,80,2498.92
Guarantee Trust Life Insurance Company,AA,A,81,2561.4
Guarantee Trust Life Insurance Company,AA,A,82,2617.75
Guarantee Trust Life Insurance Company,AA,A,83,2662.25
Guarantee Trust Life Insurance Company,AA,A,84,2694.2
Guarantee Trust Life Insurance Company,AA,A,85,2704.98
Guarantee Trust Life Insurance Company,AA,A,86,2715.79
Guarantee Trust Life Insurance Company,AA,A,87,2726.66
Guarantee Trust Life Insurance Company,AA,A,88,2737.57
Guarantee Trust Life Insurance Company,AA,A,89,2748.52
Guarantee Trust Life Insurance Company,AA,A,90,2754.02
Guarantee Trust Life Insurance Company,AA,A,91,2754.02
Guarantee Trust Life Insurance Company,AA,A,92,2754.02
Guarantee Trust Life Insurance Company,AA,A,93,2754.02
Guarantee Trust Life Insurance Company,AA,A,94,2754.02
Guarantee Trust Life Insurance Company,AA,A,95,2754.02
Guarantee Trust Life Insurance Company,AA,A,96,2754.02
Guarantee Trust Life Insurance Company,AA,A,97,2754.02
Guarantee Trust Life Insurance Company,AA,A,98,2754.02
Guarantee Trust Life Insurance Company,AA,A,99+,2754.02
Guarantee Trust Life Insurance Company,NA,B,> 65,NA
Guarantee Trust Life Insurance Company,NA,B,65,NA
Guarantee Trust Life Insurance Company,NA,B,66,NA
Guarantee Trust Life Insurance Company,NA,B,67,NA
Guarantee Trust Life Insurance Company,NA,B,68,NA
Guarantee Trust Life Insurance Company,NA,B,69,NA
Guarantee Trust Life Insurance Company,NA,B,70,NA
Guarantee Trust Life Insurance Company,NA,B,71,NA
Guarantee Trust Life Insurance Company,NA,B,72,NA
Guarantee Trust Life Insurance Company,NA,B,73,NA
Guarantee Trust Life Insurance Company,NA,B,74,NA
Guarantee Trust Life Insurance Company,NA,B,75,NA
Guarantee Trust Life Insurance Company,NA,B,76,NA
Guarantee Trust Life Insurance Company,NA,B,77,NA
Guarantee Trust Life Insurance Company,NA,B,78,NA
Guarantee Trust Life Insurance Company,NA,B,79,NA
Guarantee Trust Life Insurance Company,NA,B,80,NA
Guarantee Trust Life Insurance Company,NA,B,81,NA
Guarantee Trust Life Insurance Company,NA,B,82,NA
Guarantee Trust Life Insurance Company,NA,B,83,NA
Guarantee Trust Life Insurance Company,NA,B,84,NA
Guarantee Trust Life Insurance Company,NA,B,85,NA
Guarantee Trust Life Insurance Company,NA,B,86,NA
Guarantee Trust Life Insurance Company,NA,B,87,NA
Guarantee Trust Life Insurance Company,NA,B,88,NA
Guarantee Trust Life Insurance Company,NA,B,89,NA
Guarantee Trust Life Insurance Company,NA,B,90,NA
Guarantee Trust Life Insurance Company,NA,B,91,NA
Guarantee Trust Life Insurance Company,NA,B,92,NA
Guarantee Trust Life Insurance Company,NA,B,93,NA
Guarantee Trust Life Insurance Company,NA,B,94,NA
Guarantee Trust Life Insurance Company,NA,B,95,NA
Guarantee Trust Life Insurance Company,NA,B,96,NA
Guarantee Trust Life Insurance Company,NA,B,97,NA
Guarantee Trust Life Insurance Company,NA,B,98,NA
Guarantee Trust Life Insurance Company,NA,B,99+,NA
Guarantee Trust Life Insurance Company,NA,C,> 65,NA
Guarantee Trust Life Insurance Company,NA,C,65,NA
Guarantee Trust Life Insurance Company,NA,C,66,NA
Guarantee Trust Life Insurance Company,NA,C,67,NA
Guarantee Trust Life Insurance Company,NA,C,68,NA
Guarantee Trust Life Insurance Company,NA,C,69,NA
Guarantee Trust Life Insurance Company,NA,C,70,NA
Guarantee Trust Life Insurance Company,NA,C,71,NA
Guarantee Trust Life Insurance Company,NA,C,72,NA
Guarantee Trust Life Insurance Company,NA,C,73,NA
Guarantee Trust Life Insurance Company,NA,C,74,NA
Guarantee Trust Life Insurance Company,NA,C,75,NA
Guarantee Trust Life Insurance Company,NA,C,76,NA
Guarantee Trust Life Insurance Company,NA,C,77,NA
Guarantee Trust Life Insurance Company,NA,C,78,NA
Guarantee Trust Life Insurance Company,NA,C,79,NA
Guarantee Trust Life Insurance Company,NA,C,80,NA
Guarantee Trust Life Insurance Company,NA,C,81,NA
Guarantee Trust Life Insurance Company,NA,C,82,NA
Guarantee Trust Life Insurance Company,NA,C,83,NA
Guarantee Trust Life Insurance Company,NA,C,84,NA
Guarantee Trust Life Insurance Company,NA,C,85,NA
Guarantee Trust Life Insurance Company,NA,C,86,NA
Guarantee Trust Life Insurance Company,NA,C,87,NA
Guarantee Trust Life Insurance Company,NA,C,88,NA
Guarantee Trust Life Insurance Company,NA,C,89,NA
Guarantee Trust Life Insurance Company,NA,C,90,NA
Guarantee Trust Life Insurance Company,NA,C,91,NA
Guarantee Trust Life Insurance Company,NA,C,92,NA
Guarantee Trust Life Insurance Company,NA,C,93,NA
Guarantee Trust Life Insurance Company,NA,C,94,NA
Guarantee Trust Life Insurance Company,NA,C,95,NA
Guarantee Trust Life Insurance Company,NA,C,96,NA
Guarantee Trust Life Insurance Company,NA,C,97,NA
Guarantee Trust Life Insurance Company,NA,C,98,NA
Guarantee Trust Life Insurance Company,NA,C,99+,NA
Guarantee Trust Life Insurance Company,NA,D,> 65,NA
Guarantee Trust Life Insurance Company,NA,D,65,NA
Guarantee Trust Life Insurance Company,NA,D,66,NA
Guarantee Trust Life Insurance Company,NA,D,67,NA
Guarantee Trust Life Insurance Company,NA,D,68,NA
Guarantee Trust Life Insurance Company,NA,D,69,NA
Guarantee Trust Life Insurance Company,NA,D,70,NA
Guarantee Trust Life Insurance Company,NA,D,71,NA
Guarantee Trust Life Insurance Company,NA,D,72,NA
Guarantee Trust Life Insurance Company,NA,D,73,NA
Guarantee Trust Life Insurance Company,NA,D,74,NA
Guarantee Trust Life Insurance Company,NA,D,75,NA
Guarantee Trust Life Insurance Company,NA,D,76,NA
Guarantee Trust Life Insurance Company,NA,D,77,NA
Guarantee Trust Life Insurance Company,NA,D,78,NA
Guarantee Trust Life Insurance Company,NA,D,79,NA
Guarantee Trust Life Insurance Company,NA,D,80,NA
Guarantee Trust Life Insurance Company,NA,D,81,NA
Guarantee Trust Life Insurance Company,NA,D,82,NA
Guarantee Trust Life Insurance Company,NA,D,83,NA
Guarantee Trust Life Insurance Company,NA,D,84,NA
Guarantee Trust Life Insurance Company,NA,D,85,NA
Guarantee Trust Life Insurance Company,NA,D,86,NA
Guarantee Trust Life Insurance Company,NA,D,87,NA
Guarantee Trust Life Insurance Company,NA,D,88,NA
Guarantee Trust Life Insurance Company,NA,D,89,NA
Guarantee Trust Life Insurance Company,NA,D,90,NA
Guarantee Trust Life Insurance Company,NA,D,91,NA
Guarantee Trust Life Insurance Company,NA,D,92,NA
Guarantee Trust Life Insurance Company,NA,D,93,NA
Guarantee Trust Life Insurance Company,NA,D,94,NA
Guarantee Trust Life Insurance Company,NA,D,95,NA
Guarantee Trust Life Insurance Company,NA,D,96,NA
Guarantee Trust Life Insurance Company,NA,D,97,NA
Guarantee Trust Life Insurance Company,NA,D,98,NA
Guarantee Trust Life Insurance Company,NA,D,99+,NA
Guarantee Trust Life Insurance Company,AA,F,> 65,8066.59
Guarantee Trust Life Insurance Company,AA,F,65,2292.2
Guarantee Trust Life Insurance Company,AA,F,66,2292.2
Guarantee Trust Life Insurance Company,AA,F,67,2315.12
Guarantee Trust Life Insurance Company,AA,F,68,2342.21
Guarantee Trust Life Insurance Company,AA,F,69,2386.7
Guarantee Trust Life Insurance Company,AA,F,70,2434.44
Guarantee Trust Life Insurance Company,AA,F,71,2483.13
Guarantee Trust Life Insurance Company,AA,F,72,2570.04
Guarantee Trust Life Insurance Company,AA,F,73,2660
Guarantee Trust Life Insurance Company,AA,F,74,2766.39
Guarantee Trust Life Insurance Company,AA,F,75,2893.65
Guarantee Trust Life Insurance Company,AA,F,76,3020.97
Guarantee Trust Life Insurance Company,AA,F,77,3172.01
Guarantee Trust Life Insurance Company,AA,F,78,3314.76
Guarantee Trust Life Insurance Company,AA,F,79,3463.92
Guarantee Trust Life Insurance Company,AA,F,80,3619.79
Guarantee Trust Life Insurance Company,AA,F,81,3746.49
Guarantee Trust Life Insurance Company,AA,F,82,3858.88
Guarantee Trust Life Insurance Company,AA,F,83,3955.36
Guarantee Trust Life Insurance Company,AA,F,84,4034.46
Guarantee Trust Life Insurance Company,AA,F,85,4074.81
Guarantee Trust Life Insurance Company,AA,F,86,4103.33
Guarantee Trust Life Insurance Company,AA,F,87,4119.74
Guarantee Trust Life Insurance Company,AA,F,88,4136.22
Guarantee Trust Life Insurance Company,AA,F,89,4152.77
Guarantee Trust Life Insurance Company,AA,F,90,4161.07
Guarantee Trust Life Insurance Company,AA,F,91,4161.07
Guarantee Trust Life Insurance Company,AA,F,92,4161.07
Guarantee Trust Life Insurance Company,AA,F,93,4161.07
Guarantee Trust Life Insurance Company,AA,F,94,4161.07
Guarantee Trust Life Insurance Company,AA,F,95,4161.07
Guarantee Trust Life Insurance Company,AA,F,96,4161.07
Guarantee Trust Life Insurance Company,AA,F,97,4161.07
Guarantee Trust Life Insurance Company,AA,F,98,4161.07
Guarantee Trust Life Insurance Company,AA,F,99+,4161.07
Guarantee Trust Life Insurance Company,NA,F HD,> 65,NA
Guarantee Trust Life Insurance Company,NA,F HD,65,NA
Guarantee Trust Life Insurance Company,NA,F HD,66,NA
Guarantee Trust Life Insurance Company,NA,F HD,67,NA
Guarantee Trust Life Insurance Company,NA,F HD,68,NA
Guarantee Trust Life Insurance Company,NA,F HD,69,NA
Guarantee Trust Life Insurance Company,NA,F HD,70,NA
Guarantee Trust Life Insurance Company,NA,F HD,71,NA
Guarantee Trust Life Insurance Company,NA,F HD,72,NA
Guarantee Trust Life Insurance Company,NA,F HD,73,NA
Guarantee Trust Life Insurance Company,NA,F HD,74,NA
Guarantee Trust Life Insurance Company,NA,F HD,75,NA
Guarantee Trust Life Insurance Company,NA,F HD,76,NA
Guarantee Trust Life Insurance Company,NA,F HD,77,NA
Guarantee Trust Life Insurance Company,NA,F HD,78,NA
Guarantee Trust Life Insurance Company,NA,F HD,79,NA
Guarantee Trust Life Insurance Company,NA,F HD,80,NA
Guarantee Trust Life Insurance Company,NA,F HD,81,NA
Guarantee Trust Life Insurance Company,NA,F HD,82,NA
Guarantee Trust Life Insurance Company,NA,F HD,83,NA
Guarantee Trust Life Insurance Company,NA,F HD,84,NA
Guarantee Trust Life Insurance Company,NA,F HD,85,NA
Guarantee Trust Life Insurance Company,NA,F HD,86,NA
Guarantee Trust Life Insurance Company,NA,F HD,87,NA
Guarantee Trust Life Insurance Company,NA,F HD,88,NA
Guarantee Trust Life Insurance Company,NA,F HD,89,NA
Guarantee Trust Life Insurance Company,NA,F HD,90,NA
Guarantee Trust Life Insurance Company,NA,F HD,91,NA
Guarantee Trust Life Insurance Company,NA,F HD,92,NA
Guarantee Trust Life Insurance Company,NA,F HD,93,NA
Guarantee Trust Life Insurance Company,NA,F HD,94,NA
Guarantee Trust Life Insurance Company,NA,F HD,95,NA
Guarantee Trust Life Insurance Company,NA,F HD,96,NA
Guarantee Trust Life Insurance Company,NA,F HD,97,NA
Guarantee Trust Life Insurance Company,NA,F HD,98,NA
Guarantee Trust Life Insurance Company,NA,F HD,99+,NA
Guarantee Trust Life Insurance Company,AA,G,> 65,6552.13
Guarantee Trust Life Insurance Company,AA,G,65,1860.67
Guarantee Trust Life Insurance Company,AA,G,66,1860.67
Guarantee Trust Life Insurance Company,AA,G,67,1879.29
Guarantee Trust Life Insurance Company,AA,G,68,1901.27
Guarantee Trust Life Insurance Company,AA,G,69,1939.3
Guarantee Trust Life Insurance Company,AA,G,70,1978.08
Guarantee Trust Life Insurance Company,AA,G,71,2017.64
Guarantee Trust Life Insurance Company,AA,G,72,2088.26
Guarantee Trust Life Insurance Company,AA,G,73,2161.35
Guarantee Trust Life Insurance Company,AA,G,74,2247.81
Guarantee Trust Life Insurance Company,AA,G,75,2351.21
Guarantee Trust Life Insurance Company,AA,G,76,2454.66
Guarantee Trust Life Insurance Company,AA,G,77,2577.39
Guarantee Trust Life Insurance Company,AA,G,78,2693.37
Guarantee Trust Life Insurance Company,AA,G,79,2814.58
Guarantee Trust Life Insurance Company,AA,G,80,2941.23
Guarantee Trust Life Insurance Company,AA,G,81,3044.17
Guarantee Trust Life Insurance Company,AA,G,82,3135.5
Guarantee Trust Life Insurance Company,AA,G,83,3213.88
Guarantee Trust Life Insurance Company,AA,G,84,3278.16
Guarantee Trust Life Insurance Company,AA,G,85,3310.94
Guarantee Trust Life Insurance Company,AA,G,86,3334.12
Guarantee Trust Life Insurance Company,AA,G,87,3347.46
Guarantee Trust Life Insurance Company,AA,G,88,3360.85
Guarantee Trust Life Insurance Company,AA,G,89,3374.29
Guarantee Trust Life Insurance Company,AA,G,90,3381.03
Guarantee Trust Life Insurance Company,AA,G,91,3381.03
Guarantee Trust Life Insurance Company,AA,G,92,3381.03
Guarantee Trust Life Insurance Company,AA,G,93,3381.03
Guarantee Trust Life Insurance Company,AA,G,94,3381.03
Guarantee Trust Life Insurance Company,AA,G,95,3381.03
Guarantee Trust Life Insurance Company,AA,G,96,3381.03
Guarantee Trust Life Insurance Company,AA,G,97,3381.03
Guarantee Trust Life Insurance Company,AA,G,98,3381.03
Guarantee Trust Life Insurance Company,AA,G,99+,3381.03
Guarantee Trust Life Insurance Company,NA,G HD,> 65,NA
Guarantee Trust Life Insurance Company,NA,G HD,65,NA
Guarantee Trust Life Insurance Company,NA,G HD,66,NA
Guarantee Trust Life Insurance Company,NA,G HD,67,NA
Guarantee Trust Life Insurance Company,NA,G HD,68,NA
Guarantee Trust Life Insurance Company,NA,G HD,69,NA
Guarantee Trust Life Insurance Company,NA,G HD,70,NA
Guarantee Trust Life Insurance Company,NA,G HD,71,NA
Guarantee Trust Life Insurance Company,NA,G HD,72,NA
Guarantee Trust Life Insurance Company,NA,G HD,73,NA
Guarantee Trust Life Insurance Company,NA,G HD,74,NA
Guarantee Trust Life Insurance Company,NA,G HD,75,NA
Guarantee Trust Life Insurance Company,NA,G HD,76,NA
Guarantee Trust Life Insurance Company,NA,G HD,77,NA
Guarantee Trust Life Insurance Company,NA,G HD,78,NA
Guarantee Trust Life Insurance Company,NA,G HD,79,NA
Guarantee Trust Life Insurance Company,NA,G HD,80,NA
Guarantee Trust Life Insurance Company,NA,G HD,81,NA
Guarantee Trust Life Insurance Company,NA,G HD,82,NA
Guarantee Trust Life Insurance Company,NA,G HD,83,NA
Guarantee Trust Life Insurance Company,NA,G HD,84,NA
Guarantee Trust Life Insurance Company,NA,G HD,85,NA
Guarantee Trust Life Insurance Company,NA,G HD,86,NA
Guarantee Trust Life Insurance Company,NA,G HD,87,NA
Guarantee Trust Life Insurance Company,NA,G HD,88,NA
Guarantee Trust Life Insurance Company,NA,G HD,89,NA
Guarantee Trust Life Insurance Company,NA,G HD,90,NA
Guarantee Trust Life Insurance Company,NA,G HD,91,NA
Guarantee Trust Life Insurance Company,NA,G HD,92,NA
Guarantee Trust Life Insurance Company,NA,G HD,93,NA
Guarantee Trust Life Insurance Company,NA,G HD,94,NA
Guarantee Trust Life Insurance Company,NA,G HD,95,NA
Guarantee Trust Life Insurance Company,NA,G HD,96,NA
Guarantee Trust Life Insurance Company,NA,G HD,97,NA
Guarantee Trust Life Insurance Company,NA,G HD,98,NA
Guarantee Trust Life Insurance Company,NA,G HD,99+,NA
Guarantee Trust Life Insurance Company,NA,K,> 65,NA
Guarantee Trust Life Insurance Company,NA,K,65,NA
Guarantee Trust Life Insurance Company,NA,K,66,NA
Guarantee Trust Life Insurance Company,NA,K,67,NA
Guarantee Trust Life Insurance Company,NA,K,68,NA
Guarantee Trust Life Insurance Company,NA,K,69,NA
Guarantee Trust Life Insurance Company,NA,K,70,NA
Guarantee Trust Life Insurance Company,NA,K,71,NA
Guarantee Trust Life Insurance Company,NA,K,72,NA
Guarantee Trust Life Insurance Company,NA,K,73,NA
Guarantee Trust Life Insurance Company,NA,K,74,NA
Guarantee Trust Life Insurance Company,NA,K,75,NA
Guarantee Trust Life Insurance Company,NA,K,76,NA
Guarantee Trust Life Insurance Company,NA,K,77,NA
Guarantee Trust Life Insurance Company,NA,K,78,NA
Guarantee Trust Life Insurance Company,NA,K,79,NA
Guarantee Trust Life Insurance Company,NA,K,80,NA
Guarantee Trust Life Insurance Company,NA,K,81,NA
Guarantee Trust Life Insurance Company,NA,K,82,NA
Guarantee Trust Life Insurance Company,NA,K,83,NA
Guarantee Trust Life Insurance Company,NA,K,84,NA
Guarantee Trust Life Insurance Company,NA,K,85,NA
Guarantee Trust Life Insurance Company,NA,K,86,NA
Guarantee Trust Life Insurance Company,NA,K,87,NA
Guarantee Trust Life Insurance Company,NA,K,88,NA
Guarantee Trust Life Insurance Company,NA,K,89,NA
Guarantee Trust Life Insurance Company,NA,K,90,NA
Guarantee Trust Life Insurance Company,NA,K,91,NA
Guarantee Trust Life Insurance Company,NA,K,92,NA
Guarantee Trust Life Insurance Company,NA,K,93,NA
Guarantee Trust Life Insurance Company,NA,K,94,NA
Guarantee Trust Life Insurance Company,NA,K,95,NA
Guarantee Trust Life Insurance Company,NA,K,96,NA
Guarantee Trust Life Insurance Company,NA,K,97,NA
Guarantee Trust Life Insurance Company,NA,K,98,NA
Guarantee Trust Life Insurance Company,NA,K,99+,NA
Guarantee Trust Life Insurance Company,NA,L,> 65,NA
Guarantee Trust Life Insurance Company,NA,L,65,NA
Guarantee Trust Life Insurance Company,NA,L,66,NA
Guarantee Trust Life Insurance Company,NA,L,67,NA
Guarantee Trust Life Insurance Company,NA,L,68,NA
Guarantee Trust Life Insurance Company,NA,L,69,NA
Guarantee Trust Life Insurance Company,NA,L,70,NA
Guarantee Trust Life Insurance Company,NA,L,71,NA
Guarantee Trust Life Insurance Company,NA,L,72,NA
Guarantee Trust Life Insurance Company,NA,L,73,NA
Guarantee Trust Life Insurance Company,NA,L,74,NA
Guarantee Trust Life Insurance Company,NA,L,75,NA
Guarantee Trust Life Insurance Company,NA,L,76,NA
Guarantee Trust Life Insurance Company,NA,L,77,NA
Guarantee Trust Life Insurance Company,NA,L,78,NA
Guarantee Trust Life Insurance Company,NA,L,79,NA
Guarantee Trust Life Insurance Company,NA,L,80,NA
Guarantee Trust Life Insurance Company,NA,L,81,NA
Guarantee Trust Life Insurance Company,NA,L,82,NA
Guarantee Trust Life Insurance Company,NA,L,83,NA
Guarantee Trust Life Insurance Company,NA,L,84,NA
Guarantee Trust Life Insurance Company,NA,L,85,NA
Guarantee Trust Life Insurance Company,NA,L,86,NA
Guarantee Trust Life Insurance Company,NA,L,87,NA
Guarantee Trust Life Insurance Company,NA,L,88,NA
Guarantee Trust Life Insurance Company,NA,L,89,NA
Guarantee Trust Life Insurance Company,NA,L,90,NA
Guarantee Trust Life Insurance Company,NA,L,91,NA
Guarantee Trust Life Insurance Company,NA,L,92,NA
Guarantee Trust Life Insurance Company,NA,L,93,NA
Guarantee Trust Life Insurance Company,NA,L,94,NA
Guarantee Trust Life Insurance Company,NA,L,95,NA
Guarantee Trust Life Insurance Company,NA,L,96,NA
Guarantee Trust Life Insurance Company,NA,L,97,NA
Guarantee Trust Life Insurance Company,NA,L,98,NA
Guarantee Trust Life Insurance Company,NA,L,99+,NA
Guarantee Trust Life Insurance Company,NA,M,> 65,NA
Guarantee Trust Life Insurance Company,NA,M,65,NA
Guarantee Trust Life Insurance Company,NA,M,66,NA
Guarantee Trust Life Insurance Company,NA,M,67,NA
Guarantee Trust Life Insurance Company,NA,M,68,NA
Guarantee Trust Life Insurance Company,NA,M,69,NA
Guarantee Trust Life Insurance Company,NA,M,70,NA
Guarantee Trust Life Insurance Company,NA,M,71,NA
Guarantee Trust Life Insurance Company,NA,M,72,NA
Guarantee Trust Life Insurance Company,NA,M,73,NA
Guarantee Trust Life Insurance Company,NA,M,74,NA
Guarantee Trust Life Insurance Company,NA,M,75,NA
Guarantee Trust Life Insurance Company,NA,M,76,NA
Guarantee Trust Life Insurance Company,NA,M,77,NA
Guarantee Trust Life Insurance Company,NA,M,78,NA
Guarantee Trust Life Insurance Company,NA,M,79,NA
Guarantee Trust Life Insurance Company,NA,M,80,NA
Guarantee Trust Life Insurance Company,NA,M,81,NA
Guarantee Trust Life Insurance Company,NA,M,82,NA
Guarantee Trust Life Insurance Company,NA,M,83,NA
Guarantee Trust Life Insurance Company,NA,M,84,NA
Guarantee Trust Life Insurance Company,NA,M,85,NA
Guarantee Trust Life Insurance Company,NA,M,86,NA
Guarantee Trust Life Insurance Company,NA,M,87,NA
Guarantee Trust Life Insurance Company,NA,M,88,NA
Guarantee Trust Life Insurance Company,NA,M,89,NA
Guarantee Trust Life Insurance Company,NA,M,90,NA
Guarantee Trust Life Insurance Company,NA,M,91,NA
Guarantee Trust Life Insurance Company,NA,M,92,NA
Guarantee Trust Life Insurance Company,NA,M,93,NA
Guarantee Trust Life Insurance Company,NA,M,94,NA
Guarantee Trust Life Insurance Company,NA,M,95,NA
Guarantee Trust Life Insurance Company,NA,M,96,NA
Guarantee Trust Life Insurance Company,NA,M,97,NA
Guarantee Trust Life Insurance Company,NA,M,98,NA
Guarantee Trust Life Insurance Company,NA,M,99+,NA
Guarantee Trust Life Insurance Company,AA,N,> 65,5143.15
Guarantee Trust Life Insurance Company,AA,N,65,1461.48
Guarantee Trust Life Insurance Company,AA,N,66,1461.48
Guarantee Trust Life Insurance Company,AA,N,67,1476.1
Guarantee Trust Life Insurance Company,AA,N,68,1493.36
Guarantee Trust Life Insurance Company,AA,N,69,1521.74
Guarantee Trust Life Insurance Company,AA,N,70,1552.17
Guarantee Trust Life Insurance Company,AA,N,71,1583.21
Guarantee Trust Life Insurance Company,AA,N,72,1638.62
Guarantee Trust Life Insurance Company,AA,N,73,1695.97
Guarantee Trust Life Insurance Company,AA,N,74,1763.82
Guarantee Trust Life Insurance Company,AA,N,75,1844.96
Guarantee Trust Life Insurance Company,AA,N,76,1926.13
Guarantee Trust Life Insurance Company,AA,N,77,2022.44
Guarantee Trust Life Insurance Company,AA,N,78,2113.44
Guarantee Trust Life Insurance Company,AA,N,79,2208.55
Guarantee Trust Life Insurance Company,AA,N,80,2307.93
Guarantee Trust Life Insurance Company,AA,N,81,2388.72
Guarantee Trust Life Insurance Company,AA,N,82,2460.37
Guarantee Trust Life Insurance Company,AA,N,83,2521.88
Guarantee Trust Life Insurance Company,AA,N,84,2572.31
Guarantee Trust Life Insurance Company,AA,N,85,2598.04
Guarantee Trust Life Insurance Company,AA,N,86,2616.22
Guarantee Trust Life Insurance Company,AA,N,87,2626.7
Guarantee Trust Life Insurance Company,AA,N,88,2637.2
Guarantee Trust Life Insurance Company,AA,N,89,2647.75
Guarantee Trust Life Insurance Company,AA,N,90,2653.04
Guarantee Trust Life Insurance Company,AA,N,91,2653.04
Guarantee Trust Life Insurance Company,AA,N,92,2653.04
Guarantee Trust Life Insurance Company,AA,N,93,2653.04
Guarantee Trust Life Insurance Company,AA,N,94,2653.04
Guarantee Trust Life Insurance Company,AA,N,95,2653.04
Guarantee Trust Life Insurance Company,AA,N,96,2653.04
Guarantee Trust Life Insurance Company,AA,N,97,2653.04
Guarantee Trust Life Insurance Company,AA,N,98,2653.04
Guarantee Trust Life Insurance Company,AA,N,99+,2653.04
Humana Insurance Company,AA,A,> 65,3937
Humana Insurance Company,AA,A,65,1587
Humana Insurance Company,AA,A,66,1641
Humana Insurance Company,AA,A,67,1707
Humana Insurance Company,AA,A,68,1775
Humana Insurance Company,AA,A,69,1835
Humana Insurance Company,AA,A,70,1898
Humana Insurance Company,AA,A,71,1962
Humana Insurance Company,AA,A,72,2029
Humana Insurance Company,AA,A,73,2098
Humana Insurance Company,AA,A,74,2170
Humana Insurance Company,AA,A,75,2244
Humana Insurance Company,AA,A,76,2321
Humana Insurance Company,AA,A,77,2400
Humana Insurance Company,AA,A,78,2472
Humana Insurance Company,AA,A,79,2532
Humana Insurance Company,AA,A,80,2594
Humana Insurance Company,AA,A,81,2657
Humana Insurance Company,AA,A,82,2721
Humana Insurance Company,AA,A,83,2788
Humana Insurance Company,AA,A,84,2856
Humana Insurance Company,AA,A,85,2925
Humana Insurance Company,AA,A,86,2925
Humana Insurance Company,AA,A,87,2925
Humana Insurance Company,AA,A,88,2925
Humana Insurance Company,AA,A,89,2925
Humana Insurance Company,AA,A,90,2925
Humana Insurance Company,AA,A,91,2925
Humana Insurance Company,AA,A,92,2925
Humana Insurance Company,AA,A,93,2925
Humana Insurance Company,AA,A,94,2925
Humana Insurance Company,AA,A,95,2925
Humana Insurance Company,AA,A,96,2925
Humana Insurance Company,AA,A,97,2925
Humana Insurance Company,AA,A,98,2925
Humana Insurance Company,AA,A,99+,2925
Humana Insurance Company,AA,B,> 65,4318
Humana Insurance Company,AA,B,65,1727
Humana Insurance Company,AA,B,66,1786
Humana Insurance Company,AA,B,67,1857
Humana Insurance Company,AA,B,68,1932
Humana Insurance Company,AA,B,69,1997
Humana Insurance Company,AA,B,70,2065
Humana Insurance Company,AA,B,71,2136
Humana Insurance Company,AA,B,72,2208
Humana Insurance Company,AA,B,73,2284
Humana Insurance Company,AA,B,74,2362
Humana Insurance Company,AA,B,75,2443
Humana Insurance Company,AA,B,76,2526
Humana Insurance Company,AA,B,77,2612
Humana Insurance Company,AA,B,78,2691
Humana Insurance Company,AA,B,79,2756
Humana Insurance Company,AA,B,80,2823
Humana Insurance Company,AA,B,81,2892
Humana Insurance Company,AA,B,82,2962
Humana Insurance Company,AA,B,83,3034
Humana Insurance Company,AA,B,84,3108
Humana Insurance Company,AA,B,85,3184
Humana Insurance Company,AA,B,86,3184
Humana Insurance Company,AA,B,87,3184
Humana Insurance Company,AA,B,88,3184
Humana Insurance Company,AA,B,89,3184
Humana Insurance Company,AA,B,90,3184
Humana Insurance Company,AA,B,91,3184
Humana Insurance Company,AA,B,92,3184
Humana Insurance Company,AA,B,93,3184
Humana Insurance Company,AA,B,94,3184
Humana Insurance Company,AA,B,95,3184
Humana Insurance Company,AA,B,96,3184
Humana Insurance Company,AA,B,97,3184
Humana Insurance Company,AA,B,98,3184
Humana Insurance Company,AA,B,99+,3184
Humana Insurance Company,AA,C,> 65,5628
Humana Insurance Company,AA,C,65,2251
Humana Insurance Company,AA,C,66,2328
Humana Insurance Company,AA,C,67,2421
Humana Insurance Company,AA,C,68,2518
Humana Insurance Company,AA,C,69,2604
Humana Insurance Company,AA,C,70,2692
